chrom1	mid1	chrom2	mid2	strand1	strand2	fc1	fc2	fc.mean
chr7	25867713	chr7	26485972	+	-	7.284089999999999	6.11334	6.698715
chr6	113202121	chr6	113788689	+	+	4.19077	9.20603	6.6983999999999995
chr14	70595180	chr14	71205379	+	+	9.48972	3.90662	6.69817
chr12	82804088	chr12	83394733	-	-	7.813239999999999	5.5828	6.69802
chr12	82019034	chr12	82631808	+	+	9.2197	4.1760199999999985	6.697859999999999
chr1	140732110	chr1	141326138	+	+	10.58693	2.80873	6.697830000000001
chr13	69066570	chr13	69655343	+	-	4.46471	8.92942	6.697065
chrX	97934464	chrX	98554442	-	-	8.92942	4.46471	6.697065
chr15	37032112	chr15	37626311	-	-	3.90662	9.48751	6.697065
chrX	109031229	chrX	109638542	+	+	4.46471	8.92942	6.697065
chr15	91168995	chr15	91758127	-	-	4.46471	8.92942	6.697065
chr5	120142658	chr5	120762516	-	-	5.0228	8.37133	6.697065
chr2	71316052	chr2	71913472	-	+	8.92942	4.46471	6.697065
chr6	87930498	chr6	88515212	+	+	3.90662	9.48751	6.697065
chr14	71294128	chr14	71875639	+	+	8.92942	4.46471	6.697065
chr5	148593601	chr5	149182407	+	+	3.90662	9.48751	6.697065
chr13	58801935	chr13	59416000	+	-	8.92942	4.46471	6.697065
chr13	50053803	chr13	50637455	+	+	8.92942	4.46471	6.697065
chr6	6954234	chr6	7550421	+	-	8.92942	4.46471	6.697065
chr17	49953411	chr17	50558354	+	+	3.90662	9.48751	6.697065
chr14	50159986	chr14	50757045	-	-	9.48751	3.90662	6.697065
chrX	99856253	chrX	100469885	-	+	8.37133	5.0228	6.697065
chr5	123514378	chr5	124095302	+	+	9.48751	3.90662	6.697065
chr11	96984786	chr11	97571624	+	+	9.48751	3.90662	6.697065
chr1	34021647	chr1	34602731	-	-	9.48751	3.90662	6.697065
chr11	86121952	chr11	86719942	-	+	4.46471	8.92942	6.697065
chr1	60587135	chr1	61182166	+	+	9.48751	3.90662	6.697065
chrX	50377450	chrX	50980330	-	-	8.37133	5.0228	6.697065
chr13	84503872	chr13	85090676	-	+	8.37133	5.0228	6.697065
chr5	150220162	chr5	150826954	-	+	7.813239999999999	5.58089	6.697064999999999
chr5	150826954	chr5	151446136	+	+	5.58089	7.813239999999999	6.697064999999999
chr16	13628645	chr16	14242838	-	-	5.58089	7.813239999999999	6.697064999999999
chrX	148450647	chrX	149053153	-	+	6.13897	7.25515	6.6970600000000005
chr2	61240525	chr2	61823017	-	+	10.04559	3.34853	6.6970600000000005
chr8	86466631	chr8	87078374	-	-	2.7904400000000003	10.60368	6.6970600000000005
chr8	86190663	chr8	86809763	-	-	2.7904400000000003	10.60368	6.6970600000000005
chr8	73254186	chr8	73864715	+	+	2.7904400000000003	10.60368	6.6970600000000005
chr12	58723211	chr12	59326309	+	-	10.60368	2.7904400000000003	6.6970600000000005
chr13	55390399	chr13	55971553	+	+	3.34853	10.04559	6.6970600000000005
chr1	82568529	chr1	83178185	+	+	10.04559	3.34853	6.6970600000000005
chr17	9479881	chr17	10086987	+	+	7.25515	6.13897	6.6970600000000005
chr15	88367814	chr15	88948631	-	+	6.6970600000000005	6.6970600000000005	6.6970600000000005
chr2	129092236	chr2	129705780	+	+	3.34853	10.04559	6.6970600000000005
chr2	126652967	chr2	127261073	-	-	3.34853	10.04559	6.6970600000000005
chrX	162000206	chrX	162600908	-	-	3.34853	10.04559	6.6970600000000005
chr14	67191549	chr14	67790308	+	+	3.34853	10.04559	6.6970600000000005
chr17	28121571	chr17	28718193	-	-	2.7904400000000003	10.60368	6.6970600000000005
chr6	122238488	chr6	122848445	-	+	10.60368	2.7904400000000003	6.6970600000000005
chr19	30902517	chr19	31500809	+	+	6.13897	7.25515	6.6970600000000005
chr19	45358003	chr19	45969723	+	+	10.04559	3.34853	6.6970600000000005
chr5	33421194	chr5	34011069	+	-	3.34853	10.04559	6.6970600000000005
chr16	32888285	chr16	33502633	-	+	10.04559	3.34853	6.6970600000000005
chr2	118866819	chr2	119468147	+	+	10.60368	2.7904400000000003	6.6970600000000005
chr5	35802609	chr5	36397265	+	+	7.25515	6.13897	6.6970600000000005
chr5	140510956	chr5	141105146	-	+	7.25515	6.13897	6.6970600000000005
chr16	96906390	chr16	97525967	+	+	10.60368	2.7904400000000003	6.6970600000000005
chr9	119467404	chr9	120081996	+	-	10.04559	3.34853	6.6970600000000005
chr15	98220450	chr15	98830549	-	-	10.60368	2.7904400000000003	6.6970600000000005
chr13	56530688	chr13	57126870	-	-	8.92938	4.46471	6.697045
chr9	96096443	chr9	96691249	+	+	4.58501	8.80872	6.696864999999999
chr14	31678680	chr14	32262883	-	-	10.04481	3.34853	6.69667
chr2	128390131	chr2	129002024	-	+	7.81058	5.58089	6.695735
chr1	36313286	chr1	36931860	+	-	7.7724	5.61747	6.694935
chr2	152517841	chr2	153130964	+	+	7.17145	6.21792	6.694685
chr7	82280060	chr7	82890867	+	+	7.27602	6.11334	6.69468
chrX	7000132	chrX	7597449	+	-	7.25005	6.13897	6.694509999999999
chr9	65012894	chr9	65613750	-	+	10.57298	2.81418	6.69358
chr8	123320359	chr8	123937700	-	-	9.47947	3.90662	6.693045
chr2	156086903	chr2	156699568	-	+	3.90662	9.47947	6.693045
chr7	148451158	chr7	149056658	+	+	7.1494	6.2365900000000005	6.692995
chr11	96443519	chr11	97054105	-	-	8.023760000000001	5.36131	6.692535
chr18	35325709	chr18	35908486	+	-	2.71135	10.67205	6.6917
chr9	58500014	chr9	59097384	-	-	9.74405	3.63801	6.69103
chr8	31345523	chr8	31950774	+	+	3.63801	9.74405	6.69103
chr15	80316267	chr15	80903370	-	+	3.63801	9.74405	6.69103
chr10	127435556	chr10	128045952	-	-	7.1445	6.2365900000000005	6.690545
chr14	35086608	chr14	35691259	+	+	9.7425	3.63801	6.690255
chr8	86522655	chr8	87119729	-	-	8.81604	4.56419	6.690115
chr5	52906680	chr5	53497171	+	+	9.47947	3.90016	6.689814999999999
chr13	94568451	chr13	95151845	-	+	3.71202	9.66673	6.689375
chr17	46125768	chr17	46713187	-	+	5.5828	7.795730000000002	6.689265000000001
chr2	160182041	chr2	160768366	-	-	9.59115	3.78574	6.688445000000001
chr1	137601081	chr1	138186588	+	+	6.679710000000001	6.6970600000000005	6.688385
chr1	137005389	chr1	137601081	-	+	6.6970600000000005	6.679710000000001	6.688385
chr5	141433266	chr5	142040349	-	+	5.58089	7.795730000000002	6.688310000000001
chr1	194538341	chr1	195154180	-	+	9.47947	3.897	6.688235
chr10	75881274	chr10	76495407	+	+	4.1452800000000005	9.2302	6.68774
chr11	98815762	chr11	99409398	+	+	10.05786	3.31746	6.68766
chr3	8801673	chr3	9400360	-	+	5.0228	8.352039999999999	6.6874199999999995
chrX	70238060	chrX	70838695	+	+	5.0228	8.352039999999999	6.6874199999999995
chr4	100059027	chr4	100661196	-	-	5.0228	8.352039999999999	6.6874199999999995
chr15	99010283	chr15	99626708	-	-	5.0228	8.352039999999999	6.6874199999999995
chr4	148055840	chr4	148654587	+	-	8.76825	4.60555	6.6869
chr3	150885607	chr3	151471776	-	+	6.877510000000001	6.49603	6.686770000000001
chr11	114066717	chr11	114656981	+	-	11.08043	2.2925	6.686465
chr5	121682959	chr5	122265284	-	+	2.2925	11.08043	6.686465
chr1	62425110	chr1	63031213	+	+	6.11334	7.259589999999997	6.686464999999998
chr11	98167220	chr11	98777881	-	+	5.4082	7.96247	6.685335
chr14	56923216	chr14	57518661	-	+	9.19394	4.1760199999999985	6.6849799999999995
chr2	51854004	chr2	52445286	+	-	3.90662	9.46236	6.68449
chr11	101331062	chr11	101915329	+	-	2.23235	11.13605	6.6842
chr12	57692911	chr12	58289294	-	+	11.13605	2.23235	6.6842
chr14	57359207	chr14	57951512	+	+	10.60368	2.76455	6.684115
chr13	57411173	chr13	58009762	-	-	3.15982	10.20805	6.683935
chr14	32012174	chr14	32607883	-	+	4.30287	9.06256	6.682715
chr16	33317933	chr16	33901057	+	+	8.45448	4.91033	6.682405
chr3	22046648	chr3	22644102	-	+	9.20603	4.1577199999999985	6.681875
chr13	40941942	chr13	41555256	+	-	6.11334	7.25005	6.6816949999999995
chr13	59467016	chr13	60054359	-	+	10.04559	3.31746	6.681525000000001
chr1	134606382	chr1	135211164	-	+	2.7904400000000003	10.57131	6.680875
chr9	65240960	chr9	65852348	+	-	8.71923	4.64002	6.679625
chr15	95618223	chr15	96215531	-	+	9.48751	3.87037	6.67894
chr15	98620105	chr15	99208888	-	-	8.787930000000001	4.56775	6.677840000000001
chr5	114637304	chr5	115255178	+	-	6.4058	6.947960000000001	6.676880000000001
chr2	169853539	chr2	170457077	-	+	8.33089	5.0228	6.676845
chr10	79256280	chr10	79846279	+	-	7.7724	5.58089	6.676645000000001
chr4	45784733	chr4	46382140	-	-	7.7724	5.58089	6.676645000000001
chr4	149666182	chr4	150261305	-	-	7.7724	5.58089	6.676645000000001
chr12	113809483	chr12	114425988	-	-	4.42328	8.92942	6.67635
chr12	80448847	chr12	81047954	+	+	8.742519999999999	4.60985	6.676184999999999
chr7	147996614	chr7	148606809	-	+	8.38155	4.97081	6.6761800000000004
chr8	86122261	chr8	86734535	+	-	3.71202	9.63878	6.6754
chr1	162246564	chr1	162852110	+	-	4.99854	8.352039999999999	6.6752899999999995
chr12	112735487	chr12	113334947	-	+	5.34917	8.0012	6.675185000000001
chr9	106133258	chr9	106730594	-	-	9.47947	3.87037	6.674919999999999
chr15	81114993	chr15	81715756	-	-	9.63645	3.71202	6.6742349999999995
chr4	107373921	chr4	107992595	-	+	6.6970600000000005	6.6497800000000025	6.673420000000002
chr15	76432862	chr15	77050714	-	-	4.5312800000000015	8.81433	6.672805
chr14	75629832	chr14	76245622	+	+	8.76047	4.58501	6.672739999999999
chr9	48273994	chr9	48889855	-	+	5.02893	8.31545	6.6721900000000005
chr4	131250390	chr4	131866013	-	-	6.6970600000000005	6.64587	6.671465
chr10	76480537	chr10	77068224	+	-	7.7240199999999986	5.61747	6.670744999999999
chr4	140822367	chr4	141409615	-	-	3.15982	10.18166	6.67074
chr6	88388557	chr6	88996682	-	+	3.85314	9.48751	6.670325
chr11	106049764	chr11	106631733	+	-	4.060219999999998	9.28004	6.670129999999999
chr10	101961577	chr10	102570924	+	-	8.31545	5.0228	6.669125
chr6	85460657	chr6	86049176	-	+	8.31545	5.0228	6.669125
chr6	137002185	chr6	137614750	+	-	8.31545	5.0228	6.669125
chr5	125942658	chr5	126544214	-	-	9.55209	3.78574	6.668915
chr10	126994677	chr10	127579422	-	+	7.75615	5.58089	6.66852
chr15	82338368	chr15	82926589	-	-	5.44801	7.888039999999997	6.668024999999998
chr2	26770057	chr2	27370575	-	+	2.32312	11.01273	6.667924999999999
chr11	96060084	chr11	96642882	-	+	7.813239999999999	5.52075	6.666994999999999
chr6	87792438	chr6	88388557	+	-	9.47947	3.85314	6.6663049999999995
chr3	89661484	chr3	90276330	-	+	4.20292	9.12838	6.665649999999999
chr1	155411001	chr1	156030024	+	-	4.22127	9.10945	6.66536
chr7	52241067	chr7	52844846	+	-	5.0648800000000005	8.26553	6.665205
chr16	75618051	chr16	76200736	+	-	9.55209	3.77748	6.664785
chr2	132365359	chr2	132982490	-	+	3.28321	10.04559	6.6644000000000005
chr10	41010949	chr10	41608382	+	-	7.59732	5.73126	6.664289999999999
chr1	140455078	chr1	141058396	+	-	10.39431	2.9335400000000003	6.663925000000001
chr18	10195782	chr18	10800721	-	-	3.90662	9.42052	6.66357
chr11	101403692	chr11	102003092	+	+	3.34853	9.97808	6.663305
chr9	71942681	chr9	72528991	-	-	10.04559	3.28079	6.66319
chr7	105291295	chr7	105892048	+	+	2.9335400000000003	10.392000000000001	6.662770000000001
chr9	60541998	chr9	61125614	+	-	2.9335400000000003	10.392000000000001	6.662770000000001
chr5	148096146	chr5	148680446	-	+	4.97323	8.352039999999999	6.662635
chr5	65933549	chr5	66526030	+	-	5.36272	7.96247	6.662595
chr5	151092367	chr5	151712118	-	-	8.38155	4.94304	6.662295
chr10	76816297	chr10	77435223	-	-	9.41775	3.90662	6.662185
chr16	4606795	chr16	5195371	-	-	3.90662	9.41775	6.662185
chr11	78401377	chr11	79005942	+	-	3.90662	9.41775	6.662185
chr17	27701673	chr17	28300817	+	-	3.90662	9.41775	6.662185
chr15	8527758	chr15	9111762	-	+	9.41775	3.90662	6.662185
chr13	55793039	chr13	56381913	+	-	3.83607	9.48751	6.66179
chr12	86393876	chr12	87004025	-	-	2.7904400000000003	10.53275	6.661595
chr6	85789491	chr6	86387818	-	+	4.56775	8.75371	6.66073
chr9	40035860	chr9	40644966	+	+	9.96881	3.3526199999999995	6.660715
chr5	35431668	chr5	36023808	-	-	6.99402	6.32648	6.66025
chr4	132818862	chr4	133433971	+	-	2.27325	11.04723	6.66024
chr5	66411400	chr5	67010128	+	-	5.1816	8.137139999999999	6.659369999999999
chr2	143806718	chr2	144418983	-	-	10.5279	2.7904400000000003	6.6591700000000005
chr15	79178874	chr15	79780765	-	+	9.96881	3.34853	6.65867
chr19	32173267	chr19	32792328	-	+	5.0228	8.29365	6.658225
chr6	120670649	chr6	121269319	+	-	6.49603	6.81975	6.65789
chr13	24410732	chr13	24995987	-	+	7.54339	5.77232	6.657855
chr2	164697306	chr2	165312855	-	-	2.59858	10.71675	6.657665
chr5	151262604	chr5	151854820	-	-	8.44254	4.87125	6.656895
chr7	108947400	chr7	109566151	+	-	2.32001	10.9906	6.655305
chr8	116624900	chr8	117239765	+	-	3.15982	10.15055	6.655185
chr2	167954187	chr2	168555432	+	-	4.42328	8.886289999999997	6.654784999999999
chr15	81265559	chr15	81866530	+	+	4.22494	9.08383	6.654385
chr4	139434540	chr4	140026159	+	-	5.56803	7.74074	6.6543849999999996
chr12	100833746	chr12	101423427	-	+	2.7904400000000003	10.51812	6.65428
chr5	124738045	chr5	125349574	-	-	7.44131	5.8670800000000005	6.654195
chr7	112060644	chr7	112676070	+	-	3.82084	9.48751	6.654175
chr14	57420214	chr14	58028177	+	-	9.48751	3.82084	6.654175
chr16	31170584	chr16	31753712	-	-	8.28543	5.0228	6.654115
chr13	48774920	chr13	49386949	-	+	8.28543	5.0228	6.654115
chr3	95767802	chr3	96355343	-	+	7.27602	6.032030000000002	6.654025000000001
chr7	34951270	chr7	35534958	-	-	2.7041	10.60368	6.6538900000000005
chr12	115076672	chr12	115672932	-	-	9.39947	3.90662	6.6530450000000005
chr7	34980841	chr7	35566439	-	-	7.737719999999999	5.56803	6.652875
chr11	75595634	chr11	76200796	+	-	7.7240199999999986	5.58089	6.652455
chr12	111252203	chr12	111847280	+	+	7.80032	5.5044900000000005	6.652405
chr6	120664939	chr6	121252584	+	+	3.75224	9.55209	6.652165
chr11	68951169	chr11	69533136	+	-	7.1939600000000015	6.1093199999999985	6.65164
chr1	58954613	chr1	59540853	-	-	4.1577199999999985	9.14446	6.65109
chr18	7088795	chr18	7708255	+	-	3.34853	9.95238	6.650455
chr17	84822347	chr17	85423034	-	+	3.11829	10.18166	6.649975
chr19	46667737	chr19	47250143	-	-	10.18166	3.11829	6.649975
chr5	108459198	chr5	109065670	-	+	8.83516	4.46471	6.649935
chr2	18677976	chr2	19295548	-	-	4.46471	8.83516	6.649935
chr2	31112313	chr2	31727921	-	-	8.83516	4.46471	6.649935
chr7	77491278	chr7	78076024	-	-	8.43189	4.867380000000002	6.649635
chr8	114316214	chr8	114935316	+	+	3.3526199999999995	9.94645	6.649535
chr11	115331908	chr11	115942594	-	-	4.0189900000000005	9.28004	6.649515
chr4	130810809	chr4	131424217	-	+	6.13897	7.15897	6.64897
chr6	145743403	chr6	146329535	+	+	9.94926	3.34853	6.648895
chr5	118731806	chr5	119329923	+	+	2.59858	10.69835	6.648465
chr11	63647020	chr11	64255905	+	-	2.9335400000000003	10.3632	6.648370000000001
chr5	36940392	chr5	37539005	+	-	2.5980000000000003	10.69835	6.648175
chr11	85068297	chr11	85655692	-	-	5.0228	8.27323	6.648015
chr13	58876846	chr13	59467016	+	-	3.24802	10.04559	6.6468050000000005
chr6	87334608	chr6	87930498	+	+	9.38587	3.90662	6.646245
chr6	125818727	chr6	126423190	+	-	7.71138	5.58089	6.646135
chr4	62355142	chr4	62968640	-	-	3.43875	9.85343	6.64609
chr6	85460657	chr6	86077110	-	+	8.31545	4.97619	6.6458200000000005
chr10	80219056	chr10	80807380	-	-	7.00477	6.28616	6.645465
chr11	95548776	chr11	96164564	+	+	3.10896	10.18166	6.64531
chr11	85087007	chr11	85679107	+	-	11.0582	2.23235	6.645275
chr5	120650454	chr5	121256695	-	+	3.24492	10.04559	6.645255000000001
chr2	31723758	chr2	32327379	-	+	3.10896	10.18121	6.645085
chr16	18203208	chr16	18799112	-	-	3.34853	9.94162	6.645075
chr6	84354885	chr6	84945625	-	-	4.35961	8.92942	6.644515
chr11	106374669	chr11	106970406	+	-	5.3254	7.96247	6.643935
chr8	48031732	chr8	48639151	-	+	5.3254	7.96247	6.643935
chr3	122627013	chr3	123209826	+	-	3.10615	10.18166	6.643905
chr8	34868095	chr8	35460466	-	+	7.25515	6.032030000000002	6.643590000000001
chr10	68074865	chr10	68671652	+	-	6.032030000000002	7.2542399999999985	6.643135
chr8	108058071	chr8	108654671	-	-	8.76815	4.51804	6.643095000000001
chr9	119320342	chr9	119937138	-	+	4.1577199999999985	9.12838	6.643049999999999
chr18	77333365	chr18	77921405	-	+	2.7904400000000003	10.49512	6.64278
chr5	134776024	chr5	135394096	+	+	3.10246	10.18166	6.642060000000001
chr1	173151136	chr1	173757987	-	+	10.1656	3.11829	6.641945
chr5	121404170	chr5	121991484	+	-	8.40584	4.87805	6.641945
chr10	41238397	chr10	41851808	+	+	7.1445	6.13897	6.641735
chr3	102636107	chr3	103233279	-	+	3.34853	9.93418	6.641355
chr11	97205232	chr11	97796591	-	-	9.93418	3.34853	6.641355
chr6	71720246	chr6	72314200	-	+	3.34853	9.93418	6.641355
chr19	32194638	chr19	32784972	+	-	3.34853	9.93418	6.641355
chr14	56824053	chr14	57428473	+	-	8.37133	4.91033	6.64083
chr6	124809935	chr6	125412833	+	+	10.49103	2.7904400000000003	6.640735
chr11	110299954	chr11	110903707	+	-	3.63801	9.64302	6.640515
chr19	32201867	chr19	32795002	+	+	8.81604	4.46471	6.640375
chr16	19907419	chr16	20503944	-	+	8.81604	4.46471	6.640375
chr11	102544931	chr11	103133491	-	-	4.46471	8.81604	6.640375
chr8	121882940	chr8	122491541	+	+	8.81604	4.46471	6.640375
chr5	144091363	chr5	144678483	+	-	8.69539	4.58501	6.6402
chr5	33590248	chr5	34173680	-	-	2.51446	10.76572	6.64009
chr10	93055312	chr10	93662049	-	-	4.060219999999998	9.2197	6.6399599999999985
chr11	79442410	chr11	80023142	+	+	10.20805	3.07005	6.63905
chr17	84833156	chr17	85423034	-	+	3.09599	10.18166	6.638825000000001
chr5	17356598	chr5	17951986	+	-	3.63801	9.63878	6.638395
chr5	122184222	chr5	122768272	+	-	6.31965	6.95631	6.637980000000001
chr5	135021316	chr5	135632557	-	+	8.170739999999999	5.1040199999999984	6.6373799999999985
chr3	97437857	chr3	98040344	+	-	7.453189999999997	5.82118	6.637184999999999
chr2	167878383	chr2	168489615	+	-	11.0415	2.23235	6.636925
chr9	65078268	chr9	65691076	-	-	9.96299	3.31006	6.636525
chr17	29668387	chr17	30251904	+	+	5.19715	8.07511	6.63613
chr7	103299973	chr7	103901601	+	-	10.67205	2.59858	6.635315
chr1	180310205	chr1	180890609	+	-	2.59858	10.67205	6.635315
chr4	135477658	chr4	136065983	-	-	3.43875	9.83057	6.63466
chr15	82052135	chr15	82645381	-	+	3.43875	9.83057	6.63466
chr5	23286538	chr5	23889491	-	+	4.1760199999999985	9.093	6.634509999999999
chr4	45744091	chr4	46356072	+	+	10.15055	3.11829	6.63442
chr1	172090053	chr1	172708019	-	-	4.88698	8.38155	6.634265000000001
chr18	4128276	chr18	4746278	-	+	6.947960000000001	6.31965	6.633805000000001
chr3	87224810	chr3	87831913	-	+	2.7904400000000003	10.47693	6.633685
chr16	49766594	chr16	50381271	+	+	10.47693	2.7904400000000003	6.633685
chr8	36806120	chr8	37424502	-	+	2.7904400000000003	10.47693	6.633685
chr9	119299207	chr9	119883185	+	+	2.7904400000000003	10.47693	6.633685
chr11	68217857	chr11	68808100	+	-	7.030660000000001	6.2365900000000005	6.633625
chr13	73851737	chr13	74440279	-	+	9.10945	4.1577199999999985	6.633585
chr18	35440510	chr18	36042624	-	+	4.8945	8.37133	6.632915000000001
chr11	106191914	chr11	106790456	-	-	4.46471	8.80062	6.632665
chr7	117073341	chr7	117691984	+	+	3.05667	10.20805	6.63236
chr2	164174928	chr2	164778133	-	-	8.787930000000001	4.4759	6.631915000000001
chr13	45673388	chr13	46278409	+	-	6.13897	7.12431	6.63164
chr12	88006789	chr12	88608849	+	+	6.032030000000002	7.23027	6.631150000000001
chr7	129637792	chr7	130240638	+	+	10.39351	2.86858	6.631044999999999
chrX	33749741	chrX	34351571	+	+	3.90662	9.35488	6.63075
chr2	159826389	chr2	160412728	-	-	9.35488	3.90662	6.63075
chr4	100395304	chr4	100998831	+	+	9.35488	3.90662	6.63075
chrX	33749741	chrX	34360425	+	-	3.90662	9.35488	6.63075
chr16	17618468	chr16	18221798	-	-	9.35488	3.90662	6.63075
chr4	150065036	chr4	150676359	+	+	5.44801	7.813239999999999	6.630624999999999
chr2	154013381	chr2	154599952	+	-	5.44801	7.813239999999999	6.630624999999999
chr4	135880394	chr4	136485034	-	+	5.44801	7.813239999999999	6.630624999999999
chr7	29436373	chr7	30033793	-	-	8.29365	4.96709	6.630369999999999
chr4	148865451	chr4	149461956	+	-	8.29365	4.96709	6.630369999999999
chr8	72492656	chr8	73083067	-	+	4.03021	9.22993	6.63007
chr3	87934855	chr3	88544277	-	-	3.7717	9.48751	6.629605
chr2	158130184	chr2	158712502	+	-	3.7717	9.48751	6.629605
chr10	79167607	chr10	79758457	-	+	4.80042	8.45839	6.629405
chr7	29436373	chr7	30019888	-	-	8.29365	4.96509	6.62937
chr7	74845940	chr7	75428330	-	+	8.93982	4.31818	6.629
chr7	25406413	chr7	26024483	+	-	5.69976	7.55705	6.628405000000001
chr14	32031120	chr14	32616150	-	-	8.38155	4.8752	6.628375
chr6	72860103	chr6	73468180	+	+	2.59858	10.65808	6.62833
chr4	148964504	chr4	149548344	+	-	7.25515	6.00151	6.62833
chr7	70900662	chr7	71500492	-	-	7.95252	5.30382	6.62817
chr10	73926942	chr10	74541782	-	+	9.35488	3.90016	6.62752
chr17	28789218	chr17	29386707	+	-	3.34853	9.90599	6.62726
chr7	19861816	chr7	20452418	-	+	8.84656	4.40717	6.6268650000000004
chr4	131677787	chr4	132291946	-	+	8.37133	4.88162	6.626475
chr4	10487423	chr4	11086808	-	+	4.46471	8.787930000000001	6.626320000000001
chr9	62401318	chr9	63017136	-	+	8.787930000000001	4.46471	6.626320000000001
chr12	109388172	chr12	110001946	+	-	8.787930000000001	4.46471	6.626320000000001
chr19	24774594	chr19	25380958	+	-	4.46471	8.787930000000001	6.626320000000001
chr13	3405203	chr13	4013231	+	+	6.7563	6.49603	6.626165
chr14	18737268	chr14	19341390	-	-	9.34516	3.90662	6.62589
chr3	121243096	chr3	121843947	+	-	3.7717	9.47947	6.625584999999999
chr10	61120122	chr10	61724273	+	-	4.79557	8.45448	6.625025
chr17	35772340	chr17	36382929	-	+	4.87805	8.37133	6.62469
chr18	36245275	chr18	36829995	+	-	9.64302	3.60586	6.62444
chr10	79201278	chr10	79821102	-	+	6.28616	6.96252	6.62434
chr4	136434706	chr4	137045005	+	-	8.92942	4.31712	6.62327
chr9	74883327	chr9	75480954	+	-	4.8945	8.352039999999999	6.62327
chr4	133852198	chr4	134448246	+	+	6.6970600000000005	6.5471	6.62208
chr6	92897791	chr6	93493454	+	-	5.96787	7.27602	6.621945
chr12	109445048	chr12	110042293	+	+	9.41775	3.82477	6.6212599999999995
chr7	108516635	chr7	109117094	+	-	9.48972	3.75224	6.62098
chr3	9715857	chr3	10302058	-	-	2.78401	10.45748	6.620745
chr10	87420701	chr10	88015699	-	+	4.46471	8.775360000000001	6.620035000000001
chr5	147932920	chr5	148545456	+	-	4.42328	8.81604	6.61966
chr13	97773568	chr13	98357248	-	-	5.98392	7.25515	6.619535000000001
chr5	143057711	chr5	143667470	+	+	8.4435	4.79557	6.619535
chr9	20520004	chr9	21125086	-	+	8.37133	4.867380000000002	6.6193550000000005
chr11	115331908	chr11	115933106	-	-	4.0189900000000005	9.2197	6.619345
chr6	116066846	chr6	116647632	-	-	8.80062	4.4378400000000005	6.61923
chr1	122483238	chr1	123085682	+	-	10.44797	2.7904400000000003	6.619205
chr1	179727703	chr1	180336661	+	+	5.98392	7.2542399999999985	6.619079999999999
chr8	123914676	chr8	124523117	-	+	6.1368800000000014	7.10054	6.61871
chr1	60024343	chr1	60615588	-	+	8.29365	4.94304	6.618345
chr5	23889491	chr5	24479259	+	-	9.093	4.14271	6.6178550000000005
chr7	35051231	chr7	35634022	+	+	9.36464	3.87037	6.6175049999999995
chr9	107549772	chr9	108150548	-	-	6.20326	7.030660000000001	6.616960000000001
chr9	119722935	chr9	120335069	+	-	3.90662	9.32688	6.61675
chr7	124766493	chr7	125347340	-	+	9.32688	3.90662	6.61675
chr11	101113492	chr11	101701899	-	+	3.90662	9.32688	6.61675
chr12	33412597	chr12	34007610	+	+	3.90662	9.32688	6.61675
chr1	24178495	chr1	24773892	-	+	8.76825	4.46471	6.61648
chr17	26215349	chr17	26797354	-	+	4.46471	8.76825	6.61648
chr11	71838112	chr11	72445115	-	-	9.47947	3.75224	6.615855
chr4	100401688	chr4	101020121	+	+	7.54339	5.68755	6.61547
chr2	180804878	chr2	181394119	-	-	2.75224	10.47813	6.615185
chr15	37852372	chr15	38432393	-	-	9.35488	3.87037	6.6126249999999995
chr6	127567771	chr6	128187336	+	-	9.35488	3.87037	6.6126249999999995
chr2	71287843	chr2	71873807	+	-	3.84459	9.3806	6.612595
chr9	98764093	chr9	99345451	-	+	7.25515	5.96856	6.611855
chr11	101197167	chr11	101808007	+	+	9.87459	3.34853	6.61156
chr5	150854572	chr5	151455465	+	-	9.87459	3.34853	6.61156
chr15	8690506	chr15	9278692	-	-	3.34853	9.87459	6.61156
chr19	56474453	chr19	57083134	+	-	3.34853	9.87459	6.61156
chr12	71613612	chr12	72212558	+	-	3.34853	9.87459	6.61156
chr2	156953986	chr2	157571662	+	+	3.34853	9.87459	6.61156
chr11	77395317	chr11	77996756	-	-	5.58089	7.64168	6.6112850000000005
chr3	52798806	chr3	53394179	+	+	5.58089	7.64168	6.6112850000000005
chr5	124384533	chr5	124973239	+	+	7.64168	5.58089	6.6112850000000005
chr4	107022044	chr4	107625647	-	+	7.5221399999999985	5.69976	6.610949999999999
chr11	115270135	chr11	115861244	-	-	3.16324	10.05786	6.61055
chr12	76904384	chr12	77502864	+	+	6.63492	6.58435	6.609635
chr4	149701793	chr4	150284573	+	-	9.96881	3.24802	6.608415
chr8	23616645	chr8	24217156	-	-	3.72659	9.48751	6.60705
chr5	137640377	chr5	138229040	+	+	5.0228	8.18895	6.605875
chr3	104163902	chr3	104770851	+	+	3.57225	9.63878	6.6055150000000005
chr4	149627147	chr4	150239681	-	-	9.63878	3.57225	6.6055150000000005
chr16	34294858	chr16	34902556	-	+	4.29836	8.91157	6.604965
chr3	52808833	chr3	53394179	-	+	5.56803	7.64168	6.604855000000001
chr17	35901054	chr17	36494666	+	+	2.76455	10.44378	6.604165
chr15	81132702	chr15	81715756	-	-	9.49418	3.71202	6.6030999999999995
chr11	117141532	chr11	117752030	-	+	3.15982	10.04559	6.602705
chr7	127187696	chr7	127786942	-	-	10.04559	3.15982	6.602705
