chrom	start	end	strand	fc_P	fc_E	fc_A	PE_diff
chr2	129057600	129061200	+	7.4440300000000015	2.71595	22.9	4.728080000000002
chr17	63036200	63037700	-	5.61659	0.8910100000000001	2.25	4.725580000000001
chr11	119900200	119904200	-	6.00149	1.28313	6.02	4.7183600000000006
chr11	119900200	119904200	-	6.00149	1.28313	7.75	4.7183600000000006
chr5	123400000	123403100	-	6.98688	2.2706	5.08	4.71628
chr5	87520959	87522500	-	6.41691	1.71233	9.95	4.70458
chr2	35286800	35290700	-	5.97354	1.27206	4.03	4.70148
chr15	37379900	37384100	-	7.0737	2.37228	9.24	4.70142
chr2	110153500	110160800	-	7.546019999999999	2.85025	16.96	4.695769999999999
chr15	103084700	103086344	-	5.94459	1.25068	2.49	4.69391
chr2	79877800	79880000	-	5.83099	1.13791	2.83	4.69308
chr10	67654462	67659700	-	5.84537	1.17545	2.53	4.669919999999999
chr5	13397900	13400100	+	5.13069	0.467042	1.14	4.663648
chr9	110644143	110646085	-	5.43074	0.7676350000000001	1.42	4.663105
chr16	77499400	77500757	+	5.57348	0.923161	3.47	4.650319
chr5	65196300	65208700	+	9.96036	5.31375	22.05	4.64661
chr2	180005400	180011100	-	7.4440300000000015	2.80733	4.42	4.636700000000001
chr6	51954200	51959900	-	6.48798	1.85171	4.25	4.636270000000001
chr10	59010900	59012700	-	6.03043	1.40636	3.0	4.62407
chr11	35762300	35794700	-	9.46048	4.8521	31.77	4.60838
chr11	61047400	61051400	-	6.71695	2.10953	9.9	4.607419999999999
chr12	77635900	77660000	+	9.5032	4.90056	25.41	4.60264
chr16	36933300	36936400	+	5.81662	1.23468	4.23	4.58194
chr15	25869700	25879100	+	7.0034100000000015	2.43151	15.08	4.571900000000001
chr17	84910500	84912449	+	5.0736	0.509962	1.37	4.563638
chr7	86924700	86931500	+	8.98777	4.4389	28.74	4.548869999999999
chr5	92522000	92523600	-	5.97314	1.43343	6.86	4.5397099999999995
chr2	79207300	79209726	-	6.68624	2.16322	11.32	4.52302
chr15	77238800	77242800	-	5.95975	1.43851	3.52	4.52124
chr8	95594000	95605200	-	6.71735	2.24352	7.68	4.4738299999999995
chr3	27181500	27183100	+	6.11509	1.64803	2.86	4.46706
chr4	102228200	102231700	+	6.28815	1.83032	3.38	4.4578299999999995
chr19	32693500	32698800	+	6.51692	2.0718400000000003	5.78	4.445079999999999
chr14	33598900	33599970	+	5.01631	0.574419	2.24	4.441891
chr7	35443200	35449200	+	6.87229	2.44766	24.89	4.42463
chr10	41324200	41326300	-	6.787439999999999	2.38844	15.13	4.398999999999999
chr8	46374800	46381600	-	7.117610000000001	2.7267200000000003	1.83	4.390890000000001
chr8	46374800	46381600	-	7.117610000000001	2.7267200000000003	10.26	4.390890000000001
chrX	71155500	71156951	-	5.1879800000000005	0.810555	2.18	4.377425000000001
chr12	101202700	101204644	+	5.4447199999999984	1.08961	1.44	4.355109999999998
chr6	56849100	56858400	-	7.703130000000002	3.34913	4.4	4.354000000000001
chr6	67117800	67121000	+	6.35981	2.01293	1.44	4.3468800000000005
chr19	12672000	12690100	+	6.27417	1.93232	7.51	4.34185
chr10	13804600	13806800	+	5.58804	1.25068	3.54	4.33736
chr10	13804600	13806800	+	5.58804	1.25068	1.35	4.33736
chr1	182291900	182300300	+	5.67231	1.35267	2.87	4.319640000000001
chr7	123002752	123004600	-	5.5453199999999985	1.22914	2.59	4.316179999999998
chr7	111613034	111614900	-	5.0594199999999985	0.7460979999999999	2.08	4.3133219999999985
chr8	47095400	47097400	+	6.1310400000000005	1.81956	14.67	4.31148
chr11	57996600	58000400	+	5.70224	1.39559	2.94	4.306649999999999
chr1	37081700	37087600	+	7.4172600000000015	3.1185400000000003	2.23	4.298720000000001
chr1	65158900	65160700	-	5.6014300000000015	1.30436	10.38	4.2970700000000015
chr19	12534431	12539800	+	5.65971	1.3632799999999998	1.25	4.29643
chr18	62112332	62116400	+	5.03028	0.7460979999999999	7.02	4.284182
chr2	70311300	70316000	+	5.37345	1.08961	2.46	4.28384
chr11	115938200	115939586	-	4.88696	0.6065699999999999	4.16	4.280390000000001
chr10	80959700	80963400	-	5.2588599999999985	0.982234	1.57	4.2766259999999985
chr10	18149700	18153300	+	6.23086	1.95908	1.86	4.27178
chr10	92531200	92544100	-	6.50196	2.23306	20.61	4.2689
chr6	142762100	142763800	+	5.57249	1.30436	3.46	4.26813
chrX	71493500	71495900	-	5.03028	0.778403	1.24	4.251877
chr4	122909200	122911859	+	5.84478	1.60496	1.44	4.23982
chr10	62125100	62128556	-	4.81588	0.579803	7.2	4.236077
chr15	55138100	55144700	+	6.80161	2.56565	2.71	4.23596
chr6	114878600	114883300	-	7.101660000000001	2.87717	29.62	4.224490000000001
chr8	34762100	34764164	+	5.20177	0.982234	14.89	4.219536
chr18	80432800	80435200	-	6.4301	2.21691	2.45	4.213190000000001
chr7	148277900	148282700	-	8.94485	4.7396400000000005	22.44	4.20521
chr1	39489600	39493900	-	7.40328	3.19899	21.37	4.20429
chr9	51119800	51121730	-	5.7880699999999985	1.5888	3.84	4.1992699999999985
chr1	33790400	33792800	+	5.37345	1.1808299999999998	10.55	4.19262
chr1	141396200	141402100	+	5.7595300000000025	1.5672700000000002	2.01	4.192260000000003
chr1	159183300	159187200	-	5.84517	1.68003	10.75	4.165140000000001
chr7	106616202	106619700	+	5.21574	1.06823	3.26	4.1475100000000005
chr17	80957500	80959500	-	5.22933	1.08423	9.48	4.1451
chr17	33061000	33063300	-	8.63102	4.49259	27.54	4.13843
chr11	100777400	100799600	-	9.16122	5.03993	6.69	4.12129
chr8	11773200	11784300	+	8.71804	4.60535	4.56	4.112690000000001
chr6	128611100	128613400	+	5.31635	1.20791	2.6	4.10844
chr1	58859079	58862200	+	5.01631	0.912547	3.34	4.103763
chr8	3565800	3569200	+	6.159	2.0718400000000003	6.22	4.087159999999999
chr6	141802500	141808000	-	5.64534	1.56188	4.96	4.0834600000000005
chr19	20796700	20802600	-	5.75933	1.71772	1.6	4.04161
chr17	35321800	35323874	-	4.95823	0.923315	1.49	4.034915000000001
chr4	6196400	6201200	-	4.90152	0.869627	2.01	4.031892999999999
chr2	84886900	84892700	+	5.80127	1.77141	4.3	4.029859999999999
chr2	30782900	30785832	-	6.78763	2.78594	3.17	4.00169
chr7	16824733	16826100	-	4.78694	0.789018	5.25	3.9979220000000004
chr7	118922797	118924700	-	4.68752	0.6924100000000001	1.21	3.99511
chr12	93003000	93007900	-	6.15801	2.16338	2.78	3.99463
chr9	45737900	45747600	-	8.801910000000003	4.80933	37.45	3.992580000000003
chr3	95694300	95697400	-	5.65833	1.66957	4.94	3.98876
chr11	120763000	120765900	-	6.5444900000000015	2.57119	19.69	3.9733000000000014
chr16	77416700	77424300	+	5.24429	1.27206	2.53	3.9722300000000006
chr16	77416700	77424300	+	5.24429	1.27206	1.15	3.9722300000000006
chr4	129943600	129945267	-	5.75795	1.78771	8.17	3.9702400000000004
chr11	100405700	100409900	+	6.24444	2.27583	13.37	3.96861
chr17	56031584	56033100	+	4.8023	0.8373219999999999	1.2	3.964978
chr8	46148100	46150000	-	5.00174	1.04146	4.49	3.96028
chr9	100404500	100409200	-	5.33092	1.3902	1.55	3.94072
chr17	24780860	24788500	-	7.202260000000001	3.26883	15.48	3.933430000000001
chrX	7225100	7227600	+	5.05844	1.12715	9.1	3.9312899999999997
chr14	67272400	67281200	+	8.18903	4.27799	16.34	3.9110400000000007
chr16	84773500	84776331	+	5.33092	1.42235	4.62	3.90857
chr12	8221300	8227000	+	5.68806	1.7874	11.54	3.9006600000000002
chr17	34701156	34702900	+	4.37251	0.47781	6.16	3.8947000000000003
chr14	98567250	98569500	-	4.20181	0.32213	1.41	3.87968
chr10	68647200	68649900	+	5.55891	1.68003	4.91	3.87888
chr18	21088100	21106200	+	7.47416	3.60696	20.63	3.8672000000000004
chr13	4429600	4438400	+	5.04505	1.1808299999999998	2.81	3.86422
chr14	121527900	121530500	+	5.3872300000000015	1.5245	4.54	3.8627300000000018
chr3	51891500	51893300	-	5.08659	1.22914	2.44	3.85745
chr12	86146700	86148900	-	6.858510000000001	3.02208	5.76	3.836430000000001
chr4	53606800	53610700	+	5.74417	1.91093	26.0	3.8332400000000004
chr3	84028600	84043500	-	7.301889999999997	3.4942	2.94	3.8076899999999965
chr15	76023300	76033600	-	8.33039	4.52489	12.9	3.8054999999999994
chr13	104825400	104835400	-	6.7736600000000005	2.9683900000000003	15.06	3.80527
chr16	77398400	77404100	+	5.40219	1.61019	2.12	3.792
chr3	145753500	145755200	-	5.14369	1.3848200000000002	7.87	3.75887
chr9	15042600	15044397	+	4.61565	0.858859	1.53	3.7567909999999998
chr6	90488200	90500500	+	9.60243	5.86125	42.12	3.74118
chr19	47964500	47966900	-	4.9159	1.17545	7.52	3.7404499999999996
chr3	51356500	51358200	-	4.8440400000000015	1.10576	1.82	3.7382800000000014
chr8	84290800	84294100	+	4.50166	0.7676350000000001	2.16	3.734025
chr1	172904775	172906800	-	5.35947	1.63188	7.56	3.72759
chr15	78755200	78758700	+	5.8877	2.16322	3.23	3.72448
chr16	38430500	38434600	-	6.18794	2.47443	9.5	3.7135100000000003
chr18	69733600	69737400	+	4.90192	1.2023700000000002	6.66	3.6995499999999995
chr15	9525928	9527300	-	5.01611	1.32052	3.23	3.69559
chr1	141754703	141758800	-	5.14546	1.45989	1.57	3.6855700000000002
chr1	141754677	141758800	-	5.14546	1.45989	1.46	3.6855700000000002
chr3	10205000	10208246	-	5.38782	1.73372	2.74	3.6540999999999997
chr15	41661000	41665500	+	5.53095	1.87878	1.39	3.65217
chr17	34874300	34882600	-	6.5876	2.93624	1.76	3.65136
chr17	34874300	34882600	-	6.5876	2.93624	9.03	3.65136
chr10	79359200	79361700	-	7.38753	3.75187	10.9	3.63566
chr15	9205800	9214700	+	5.54552	1.94832	7.95	3.5972
chrX	71159500	71161600	-	4.44476	0.84809	3.23	3.5966699999999996
chrX	71159500	71161600	-	4.44476	0.84809	3.4	3.5966699999999996
chr2	30295200	30304200	+	5.55812	1.97001	13.1	3.5881099999999995
chr9	53150200	53167900	+	6.81658	3.23668	13.36	3.5799000000000003
chr1	135224400	135226800	+	5.61561	2.05046	10.5	3.56515
chr10	60734400	60737074	-	4.32978	0.810555	1.98	3.5192250000000005
chrX	97787300	97791200	-	4.5873	1.079	4.43	3.5083
chr7	82796500	82803400	+	5.35947	1.85709	3.81	3.50238
chr7	82796500	82803400	+	5.35947	1.85709	4.44	3.50238
chr17	29409800	29415800	+	5.53036	2.0289200000000003	10.39	3.5014399999999997
chr9	121220400	121227300	+	5.57308	2.08261	7.9	3.49047
chr2	152933800	152935056	+	4.3731	0.8910100000000001	1.52	3.48209
chr7	127994300	127998000	+	6.71479	3.23683	15.71	3.47796
chrX	39412000	39420700	+	5.05962	1.58342	6.29	3.4761999999999995
chr5	142913900	142922500	+	7.17293	3.70341	23.77	3.46952
chr1	63175500	63177338	+	4.81588	1.36344	6.23	3.45244
chr1	174453500	174458100	+	4.31561	0.880242	6.64	3.4353680000000004
chrX	9831541	9837000	+	4.2591	0.8265530000000001	3.13	3.432547
chr1	136699700	136700900	-	5.20196	1.7874	3.85	3.41456
chr15	97203400	97205000	+	4.05848	0.644105	1.55	3.414375
chr5	99767600	99770600	-	5.27225	1.86786	16.92	3.4043899999999994
chr16	29943500	29947100	-	6.25862	2.85548	9.79	3.4031399999999996
chr2	29675323	29676402	+	3.8868	0.510116	1.47	3.376684
chr15	100217000	100219200	-	5.22933	1.85725	9.7	3.37208
chr7	31138300	31149400	-	6.71597	3.36021	26.71	3.3557600000000005
chr13	24001800	24010100	-	5.90187	2.56565	8.75	3.3362199999999995
chr17	53984600	53987000	-	4.50186	1.1700700000000002	4.77	3.33179
chr5	114624300	114632900	+	6.71479	3.3869800000000003	3.3	3.3278099999999995
chr4	46897000	46899600	-	5.95779	2.63011	18.39	3.32768
chr10	7551400	7553100	+	5.88592	2.56058	4.58	3.3253399999999997
chr6	145251383	145253007	+	4.34376	1.02531	2.58	3.3184499999999995
chr11	53881688	53882728	-	3.82951	0.520884	2.36	3.308626
chr4	11049900	11051900	+	4.88656	1.58357	3.58	3.3029900000000003
chr11	11585516	11586892	+	3.75883	0.4562729999999999	2.36	3.302557
chr11	11585505	11586516	+	3.75883	0.4562729999999999	2.49	3.302557
chr10	67989900	67998400	-	5.84478	2.54458	21.07	3.3002000000000002
chr15	41661000	41665500	+	5.17322	1.87878	9.76	3.29444
chr9	62268100	62269846	-	4.4863	1.20791	5.04	3.27839
chr9	78325200	78328033	-	5.0734	1.79817	2.51	3.2752300000000005
chr11	110110100	110112261	-	4.35892	1.09499	2.09	3.26393
chr11	110110100	110112000	-	4.35892	1.09499	1.51	3.26393
chr17	44375400	44376700	+	3.77281	0.515346	3.19	3.257464
chr4	106471000	106473400	-	4.77237	1.51912	4.13	3.2532499999999995
chr11	22771300	22774200	-	4.91531	1.68003	6.05	3.23528
chr7	150936400	150944400	-	7.27353	4.058	4.55	3.21553
chr15	10993500	10995374	+	4.08624	0.875165	3.28	3.211075
chrX	50143900	50145048	+	3.53006	0.327514	1.16	3.2025460000000003
chr13	74397242	74398322	-	3.57219	0.370434	3.46	3.201756
chr13	56647700	56653500	-	6.045	2.85025	3.52	3.19475
chr7	107108800	107127600	-	6.33087	3.14007	21.85	3.1908
chr10	23068800	23070429	-	3.84428	0.654874	1.13	3.189406
chr4	132529600	132542300	+	5.40062	2.22229	10.98	3.17833
chr14	65984500	66008900	+	7.8311	4.66965	41.66	3.1614500000000003
chr2	84499700	84501000	+	4.80131	1.6424900000000002	5.57	3.1588199999999995
chrX	11732300	11738100	-	4.13015	0.993156	7.28	3.1369940000000005
chr10	8481581	8483800	-	3.84428	0.719331	2.44	3.124949
chr1	89919600	89925000	+	5.2450800000000015	2.12553	5.25	3.1195500000000016
chr2	157248100	157260400	+	4.65857	1.55681	1.84	3.10176
chr11	110006300	110007590	-	3.84408	0.7460979999999999	1.28	3.097982
chr2	11112600	11115400	+	3.70095	0.611954	3.78	3.0889960000000003
chr11	97288000	97290400	+	5.25748	2.1899900000000003	18.72	3.06749
chr18	12791200	12800700	+	6.7878300000000005	3.73603	32.73	3.0518000000000005
chr1	134280000	134286700	-	3.91614	0.869627	8.48	3.046513
chr14	23619000	23621200	+	5.48685	2.44243	10.2	3.0444199999999997
chr16	85128300	85135400	-	4.02954	0.987772	4.85	3.041768
chr1	171584900	171586292	+	3.78738	0.7460979999999999	1.2	3.0412820000000003
chr7	111654600	111657300	-	4.41622	1.37943	1.07	3.03679
chr18	20715600	20729400	+	5.32974	2.30275	8.7	3.02699
chr13	23926000	23942000	+	4.65897	1.6424900000000002	8.24	3.0164799999999996
chr1	51344900	51350100	+	4.90211	1.9057	1.78	2.9964100000000005
chr19	7207800	7212400	+	6.7289600000000025	3.73587	26.94	2.9930900000000027
chr1	13657500	13670500	+	5.43133	2.44243	1.32	2.9889
chr6	23074600	23081000	-	4.94484	1.986	5.6	2.9588400000000004
chr16	23148300	23152100	+	6.3163	3.37605	12.93	2.94025
chr13	111186300	111189222	+	4.3868800000000014	1.45466	2.67	2.9322200000000014
chr19	7368000	7371200	-	6.5732300000000015	3.6445	6.27	2.9287300000000016
chr4	122672100	122679600	+	4.57254	1.65326	11.76	2.91928
chr2	65070100	65075700	-	4.71626	1.79817	2.99	2.9180900000000003
chr10	108141700	108148700	-	4.8021	1.88401	4.42	2.9180900000000003
chr18	47477600	47496200	-	4.77257	1.86801	6.6	2.90456
chr2	38635000	38642600	-	4.37349	1.47066	1.65	2.9028300000000002
chrX	70252400	70253895	+	3.44343	0.542113	2.52	2.901317
chr5	125532500	125540200	-	6.38777	3.48881	5.92	2.8989599999999998
chr17	80021300	80025100	+	4.316	1.4171200000000002	5.8	2.8988799999999997
chr17	80021300	80025100	+	4.316	1.4171200000000002	3.15	2.8988799999999997
chr11	50654200	50655413	-	3.82912	0.934238	2.45	2.894882
chr8	107484900	107486700	+	4.60128	1.7071	2.26	2.89418
chrX	99212000	99213392	+	3.34401	0.450889	3.34	2.893121
chr19	43839200	43847400	+	5.25906	2.36705	1.19	2.89201
chr19	43839200	43847400	+	5.25906	2.36705	10.9	2.89201
chr3	126393700	126399100	+	3.9441	1.06838	3.1	2.8757200000000003
chr3	81784000	81802500	+	6.14522	3.27406	14.83	2.87116
chr6	54940800	54943800	-	4.80131	1.9537	3.97	2.84761
chr6	54940800	54943800	-	4.80131	1.9537	3.78	2.84761
chr5	136362947	136365300	+	3.90078	1.05761	4.82	2.84317
chr4	149787000	149795300	+	5.84517	3.01116	22.97	2.8340100000000006
chr17	56408411	56409600	-	4.1583	1.3259	6.32	2.8324
chr2	65004600	65013600	-	5.1879800000000005	2.35628	8.12	2.8317000000000005
chr2	130989200	130991500	+	3.74407	0.923315	7.77	2.8207549999999997
chr4	125782000	125796900	+	8.245330000000001	5.42652	30.84	2.818810000000001
chr13	100971561	100972900	-	3.6155	0.8159390000000001	1.1	2.7995609999999997
chr15	80875303	80878600	-	3.4578	0.660258	1.47	2.797542
chr10	80789800	80793400	+	3.71454	0.917931	6.03	2.796609
chr6	144451500	144454500	-	4.15811	1.36344	12.43	2.79467
chr14	14895700	14906600	+	6.5309	3.7411	18.69	2.7898
chr13	110404600	110406700	+	5.24528	2.46366	4.87	2.78162
chr2	126442800	126445600	-	3.41508	0.633491	4.94	2.7815890000000003
chr14	55031788	55036600	-	3.98643	1.22391	2.1	2.76252
chr4	6196400	6201200	-	3.63027	0.869627	2.01	2.760643
chr19	46740700	46751400	-	5.80009	3.05423	9.97	2.74586
chr7	17641220	17646200	-	4.43	1.68541	1.42	2.7445899999999996
chr17	57171303	57172600	-	4.68594	1.94847	7.07	2.7374700000000005
chr6	114822200	114860200	-	8.28668	5.54989	40.83	2.73679
chr5	100837500	100844040	-	5.55969	2.8557900000000003	5.21	2.7038999999999995
chr7	56647600	56658000	+	6.34426	3.64465	16.93	2.6996100000000003
chr18	74784300	74786600	+	4.5723400000000005	1.8734	3.46	2.6989400000000003
chr11	88000300	88001963	+	3.34342	0.649644	3.43	2.693776
chr11	98601400	98610300	+	4.929880000000002	2.23829	2.65	2.6915900000000015
chr4	154251854	154253300	+	3.67142	0.982388	3.85	2.689032
chr13	46009100	46016300	-	6.01567	3.32806	15.62	2.6876100000000003
chr11	87235200	87236696	+	3.81593	1.14868	1.74	2.66725
chr19	55773900	55779200	-	6.2727900000000005	3.60711	34.1	2.6656800000000005
chr4	118161300	118163800	-	3.94331	1.28283	3.33	2.6604799999999997
chr3	37539900	37542600	+	3.4013	0.7408680000000001	3.04	2.660432
chr5	111287723	111289600	+	3.22942	0.579803	5.24	2.649617
chr14	51514700	51517000	-	5.17243	2.5228900000000003	9.15	2.64954
chr9	70122400	70126800	+	5.08718	2.44751	16.8	2.63967
chr4	155266600	155270400	+	4.41562	1.77679	3.68	2.6388299999999996
chr3	114782700	114784306	+	3.65803	1.03608	7.03	2.62195
chr3	114782700	114784306	+	3.65803	1.03608	2.37	2.62195
chr4	76085500	76087900	-	3.84389	1.22375	3.1	2.62014
chr4	33375400	33377555	-	3.15815	0.552882	1.39	2.605268
chr7	135152200	135154300	+	4.48591	1.9057	7.09	2.5802099999999997
chr5	138050100	138053400	-	5.5441400000000005	2.96824	3.43	2.5759000000000003
chr7	111594033	111597100	-	3.3296300000000003	0.756866	3.1	2.5727640000000003
chr1	133171000	133179900	-	5.0732	2.51735	2.18	2.55585
chr3	108515600	108519100	-	3.80116	1.25606	5.31	2.5450999999999997
chr5	3498600	3503500	+	5.1440800000000015	2.60319	13.72	2.5408900000000014
chr8	106629600	106635915	+	3.27234	0.740714	3.91	2.5316259999999997
chr11	70025200	70028600	+	5.17243	2.64088	3.56	2.53155
chr18	55059100	55063200	-	3.48615	0.955621	2.97	2.5305289999999996
chr3	69151700	69153800	+	4.7729599999999985	2.25983	6.77	2.5131299999999985
chr3	69151700	69153800	+	4.7729599999999985	2.25983	7.18	2.5131299999999985
chr16	44778000	44779405	+	2.95812	0.450889	2.18	2.507231
chr6	17414800	17421100	+	4.9157	2.4209	10.6	2.4948
chr15	68870600	68876000	+	5.15885	2.66765	5.9	2.4912
chr7	142798900	142802800	+	5.78768	3.30637	14.62	2.48131
chr16	49856700	49879400	+	4.94484	2.46905	1.62	2.47579
chr16	49856700	49879400	+	4.94484	2.46905	2.9	2.47579
chr1	164826800	164829100	-	4.34475	1.87863	7.32	2.46612
chr1	75247700	75248800	-	4.42842	1.96493	3.49	2.46349
chr18	69729000	69731238	+	3.51569	1.06269	2.32	2.4530000000000003
chr18	69729000	69731238	+	3.51569	1.06269	1.65	2.4530000000000003
chr7	59142300	59150000	+	4.27249	1.81956	7.78	2.4529300000000003
chr7	59142300	59150000	+	4.27249	1.81956	7.71	2.4529300000000003
chr8	129589100	129617300	+	6.11529	3.66603	15.38	2.4492599999999998
chr2	38994000	38997100	-	3.62929	1.2023700000000002	5.57	2.42692
chr6	116584200	116590500	-	7.617089999999999	5.19069	26.09	2.4263999999999992
chr1	174823600	174826600	-	4.35873	1.9377	5.6	2.4210300000000005
chr5	90988700	90999400	+	6.43128	4.01478	17.1	2.4165
chr3	151851000	151855586	-	4.08723	1.6748	8.64	2.4124299999999996
chr3	151851000	151855100	-	4.08723	1.6748	2.44	2.4124299999999996
chr4	88083924	88085225	-	3.32944	0.917931	1.0	2.4115089999999997
chr2	156956000	156961700	-	3.54423	1.13791	2.45	2.40632
chr10	96081400	96087400	+	4.95921	2.5548900000000003	1.75	2.4043199999999993
chr11	48714846	48717000	-	3.10125	0.6977939999999999	1.15	2.403456
chr19	40437000	40447600	-	7.2877100000000015	4.88994	19.27	2.3977700000000013
chr2	64809000	64815400	-	5.0594199999999985	2.67303	10.69	2.3863899999999987
chr9	58159662	58161800	-	3.11523	0.7300989999999999	1.01	2.385131
chr17	46298500	46300800	+	4.05848	1.6748	2.84	2.38368
chr7	56711700	56716400	+	4.62885	2.24891	13.46	2.37994
chr1	158543900	158546900	+	4.22898	1.85217	3.07	2.37681
chr8	93390700	93397600	+	6.52874	4.15446	33.68	2.3742799999999997
chr8	14989000	15005900	+	7.52987	5.15807	24.07	2.3717999999999995
chr10	80031800	80035000	-	3.98564	1.61588	4.89	2.3697600000000003
chr19	57270600	57275500	-	5.6437599999999986	3.27437	10.63	2.3693899999999988
chr7	30769600	30775200	+	5.03009	2.67334	14.53	2.3567500000000003
chr8	108250700	108252500	-	3.10007	0.7460979999999999	2.97	2.353972
chr8	108250700	108252500	-	3.10007	0.7460979999999999	4.56	2.353972
chr17	86699400	86706200	+	3.87204	1.52435	6.22	2.34769
chr10	77431975	77433600	-	2.95793	0.611954	2.89	2.3459760000000003
chr9	42480600	42482300	-	4.18587	1.84125	2.55	2.3446200000000004
chr9	98229300	98231300	+	4.5713599999999985	2.22753	8.88	2.3438299999999987
chr17	29308400	29309968	-	3.08668	0.746252	3.68	2.3404279999999997
chr12	72974400	72995100	+	6.91639	4.57843	15.54	2.33796
chr12	105102000	105104900	-	3.95867	1.62096	2.48	2.3377100000000004
chr3	41290800	41297353	-	4.55856	2.23291	4.05	2.32565
chr12	109502300	109513300	-	6.51614	4.20276	11.85	2.3133800000000004
chr18	13131684	13133900	+	2.80062	0.488425	13.29	2.312195
chr15	10153000	10159900	+	4.7442199999999985	2.4367400000000004	6.96	2.307479999999998
chr17	3461500	3466400	+	3.91594	1.62096	3.26	2.29498
chr17	3461500	3466400	+	3.91594	1.62096	3.19	2.29498
chr10	122322900	122324400	+	3.34401	1.05207	2.63	2.29194
chr3	86342300	86344300	+	3.75844	1.47066	5.75	2.2877799999999997
chr19	37623900	37636900	+	5.3008	3.02193	14.97	2.27887
chr2	162810400	162819000	+	6.73015	4.4552	24.91	2.2749500000000005
chr6	114884700	114897100	-	5.68786	3.41374	10.7	2.2741199999999995
chr5	111606700	111609900	+	4.11519	1.84125	3.57	2.27394
chr8	107448900	107453200	+	4.88696	2.61411	6.74	2.27285
chr10	122231417	122232600	+	2.80022	0.536883	2.08	2.263337
chr3	86251400	86255700	+	3.94469	1.68541	1.05	2.25928
chr3	86251400	86255700	+	3.94469	1.68541	3.23	2.25928
chr10	94716200	94724200	-	4.9726	2.71595	7.86	2.25665
chr3	37539900	37542600	+	2.98647	0.7408680000000001	3.04	2.245602
chr2	169827800	169829200	+	3.31369	1.0793	4.37	2.23439
chr3	118267500	118274900	+	3.84467	1.62096	4.34	2.2237099999999996
chr3	118267500	118274900	+	3.84467	1.62096	8.44	2.2237099999999996
chr10	120731500	120735300	-	4.443980000000002	2.23829	9.19	2.2056900000000015
chr1	142065500	142078041	-	3.78738	1.5888	4.09	2.19858
chr17	47311469	47312800	+	2.71478	0.536883	2.69	2.177897
chr11	76667624	76670800	+	3.61491	1.43851	2.39	2.1764
chrX	7303300	7306500	+	3.04317	0.8750110000000001	1.76	2.1681589999999997
chr19	53417600	53419400	+	4.37251	2.20614	3.4	2.16637
chr15	27711800	27716000	-	3.27175	1.10576	7.17	2.16599
chr11	72271100	72278500	-	3.5005300000000004	1.3365200000000002	8.48	2.16401
chr13	92110460	92111900	-	3.07231	0.912547	4.6	2.159763
chr4	122769900	122771432	-	5.03009	2.87701	4.81	2.1530800000000005
chr15	75257600	75262300	-	5.27284	3.1293	6.84	2.1435400000000002
chr6	22289100	22305800	-	3.87302	1.73372	6.73	2.1393
chr5	125613800	125623000	-	6.7008100000000015	4.56243	29.73	2.1383800000000015
chr9	50341100	50344700	-	3.82912	1.69095	13.22	2.13817
chr10	4921748	4923300	+	3.28691	1.17022	2.14	2.11669
chr11	105152900	105154587	+	2.95812	0.84809	1.8	2.11003
chr14	51575285	51577400	+	3.00084	0.8910100000000001	1.02	2.10983
chr1	167524400	167525892	-	4.37172	2.26506	5.89	2.1066599999999998
chr2	58844000	58845375	-	2.88567	0.783787	10.4	2.101883
chr4	40167200	40169800	-	3.78541	1.68541	15.43	2.1
chr7	117916100	117919200	+	2.98628	0.912547	4.34	2.073733
chr8	26137500	26139233	-	3.39992	1.33128	9.1	2.06864
chr7	56717388	56718600	+	2.47222	0.407969	1.14	2.064251
chr7	15019100	15028200	-	3.28671	1.22375	9.73	2.06296
chr14	48750200	48758700	+	5.70125	3.64465	10.2	2.0566
chr15	44233800	44236300	-	2.61437	0.558266	5.39	2.056104
chr11	33303600	33305700	-	3.71552	1.66388	5.32	2.05164
chr11	85507200	85511700	+	4.68633	2.64626	13.4	2.04007
chr18	4986600	5014300	+	5.77351	3.73572	7.61	2.0377899999999998
chr18	4986600	5014300	+	5.77351	3.73572	2.08	2.0377899999999998
chr5	28360400	28384000	-	6.0877300000000005	4.05247	34.81	2.035260000000001
chr13	49402200	49403389	-	2.64351	0.617338	1.72	2.026172
chr9	34901300	34923700	-	6.58741	4.56243	9.64	2.0249800000000002
chr18	76248600	76250800	+	3.04278	1.02546	2.67	2.01732
chr2	92582337	92584900	+	2.95793	0.944698	4.22	2.0132320000000004
chr8	46406700	46417000	-	3.90157	1.8892400000000005	4.65	2.0123299999999995
chr10	120731500	120735300	-	4.22997	2.23829	9.19	1.9916799999999997
chr8	81335400	81339700	-	3.95768	1.96985	10.5	1.9878299999999998
chr3	51781400	51782800	-	3.887	1.90017	3.07	1.98683
chr17	45903200	45905115	+	4.1437300000000015	2.16322	6.86	1.9805100000000015
chr2	156600446	156601977	+	2.44328	0.47781	1.96	1.96547
chr17	85421900	85430300	+	5.07301	3.10777	4.19	1.96524
chr7	119657300	119659700	+	4.2870599999999985	2.32413	4.64	1.9629299999999987
chr3	84084200	84091500	-	5.65951	3.70895	7.52	1.9505599999999998
chr9	71010325	71016900	-	4.61644	2.66765	19.56	1.9487899999999998
chr10	42581300	42583800	+	3.32924	1.3902	2.1	1.9390399999999999
